OBJECT_ID	SA2022	Factor
B15434	A227006001	0.9402
B15435	A227006002	0.9606
B11304	A227007002	0.9115
B11786	A227007001	0.9971
B15442	A227008001	0.9675
B15441	A227008002	0.9238
B16574	A227009001	0.8982
B16571	A227010001	0.9394
B16568	A227010002	0.9116
B17759	A227011001	0.9483
B17760	A227011002/227011003	0.9835
B13745	A228004003	1.1476
B13744	A228004001	1.1328
B13916	A097091004/02/228004002	1.1175
B13743	A228004004	1.1094
B13758	A228005004	1.2055
B13763	A228005002	1.1704
B15443	A227012001	0.9126
B13761	A228005001	1.125
B13760	A228005006	1.1178
B13759	A228005003	1.0819
B13762	A228005005	1.0205
B16556	A227013001	0.9267
B17501	A227014001	0.9636
B13785	A228007021	1.846
B13792	A228007013	1.6982
B13797	A228007010	1.566
B13798	A228007012	1.5186
B13793	A228007004	1.4661
B13795	A228007006	1.3658
B13784	A228007019	1.2629
B13791	A228007015	1.2593
B13794	A228007020	1.2543
B13799	A228007011	1.2329
B13786	A228007018	1.2286
B13789	A228007003	1.2137
B13802	A228007002	1.2068
B13788	A228007016	1.2066
B13790	A228007009	1.203
B13796	A228007007	1.1884
B13787	A228007005	1.1671
B13800	A228007017	1.1548
B13917	A228007001	1.1524
B13801	A228007008	1.1375
B13783	A228007014	1.0201
B13919	A228008003/228008004	1.2696
B13830	A228008005	1.265
B13829	A228008001	1.2159
B13828	A228008002/097058007	1.0668
B16559	A227015001	0.9014
B17423	A227016001	0.9137
B17422	A227016002	0.8961
B11314	A227017003	1.1213
B11732	A227017006	1.1505
B11315	A227017002	0.9793
B11316	A227017005	1.0097
B11317	A227017007/227017001/227017004	0.9158
B15431	A227018002	0.9379
B15432	A227018001	0.921
B16575	A227019001	0.9246
B16552	A227020002	0.8822
B16557	A227020001/227020003	0.9456
B17768	A227021001	0.9309
B17404	A227021002	0.8024
B13765	A228009005	1.2527
B13767	A228009001	1.2292
B13764	A228009004	1.222
B13766	A228009003	1.2217
B13768	A228009002	1.2061
B14762	A228010001/228010002	1.2706
B11303	A227022001	0.9274
B11787	A227022002/02	0.9666
B11302	A227022002/01	0.9378
B13698	A228011002	1.2734
B13701	A228011006	1.2631
B13703	A228011001	1.2094
B13702	A228011005	1.1728
B13700	A228011008	1.1612
B13697	A228011009	1.1541
B13696	A228011007	1.1519
B13704	A228011003	1.1222
B13699	A228011004	1.0865
B15987	A227023001	1.0146
B13967	A227024004/227024005	0.9103
B13966	A227024007	0.9247
B13965	A227024006/227024005	0.8829
B13968	A227024001/227024010	0.9059
B15988	A227023002	0.9303
B13936	A227024003	0.8869
B13935	A227024002/227024006	0.8743
B13933	A227024008/227024006	0.8856
B13934	A227024009/227024006	0.8198
B15438	A227025002	0.928
B15437	A227025001	0.9113
B15436	A227025003	0.8923
B14727	A227026001	0.9033
B15016	A227026002	0.9914
B16560	A227027001	0.9268
B14764	A228012003	1.4174
B14763	A228012002	1.3476
B14753	A228012001	1.1634
B13687	A228013001/228013002	1.1927
B06248	A227028001	0.9651
B06247	A227028002	0.9619
B18572	A227028003	0.949
B15430	A227029001	0.9035
B15444	A227030001	0.9083
B16553	A227031001	0.9235
B10189	A227032011	1.4528
B18905	A227032003	1.319
B10192	A227032014	1.2798
B10191	A227032012	1.2219
B10183	A227032013	1.22
B10209	A227032010/02	1.1635
B10190	A227032005	1.127
B10195	A227032002	1.0989
B10210	A227032015	1.0984
B10193	A227032001	1.0978
B10211	A227032004	1.0339
B10188	A227032009	1.0211
B10194	A227032008	1.0198
B10184	A227032016	1.0197
B10185	A227032007	1.0162
B10186	A227032017	1.0149
B10187	A227032006	0.9943
B10212	A227032018/227032019	0.9859
B10196	A227032010/01	0.8951
B10179	A227033004	1.2205
B10177	A227033008	1.0271
B10173	A227033012	1.0035
B10176	A227033007	1.0001
B10175	A227033009	0.9953
B10164	A227033005	0.9941
B10174	A227033006	0.9871
B10178	A227033010	0.9792
B10207	A227033011	0.9412
B10182	A227033003/02	0.9398
B10180	A227033003/01	0.9197
B10208	A227033001	0.8663
B10181	A227033002	0.8609
B10158	A227034003	1.1264
B10513	A227034005/02	1.0064
B10168	A227034001	0.9332
B10169	A227034002	0.8825
B10170	A227034005/01	0.8672
B10159	A227034006	0.9947
B10512	A227034004	0.9413
B17367	A227035001	0.8977
B15068	A097033001	0.9352
B15067	A097033004	0.9268
B15065	A097033003	0.9029
B15066	A097033002	0.8967
B18555	A227036002	0.9636
B11309	A227036004	0.9346
B11313	A227036005	0.9092
B11308	A227036006	0.8982
B11310	A227036003	0.8914
B11311	A227036008	0.8652
B11307	A227036001	0.8457
B11312	A227036007	0.8006
B13851	A228014002	1.1486
B13843	A228014020/01	1.1303
B13853	A228014019	1.1285
B13855	A228014011	1.1146
B13856	A228014008	1.1064
B13844	A228014018	1.1001
B13840	A228014012	1.0983
B13842	A228014006	1.0931
B13858	A228014004	1.07
B13845	A228014007	1.0659
B13848	A228014014	1.0655
B13841	A228014013	1.0647
B13846	A228014003	1.0419
B13860	A228014009	1.0396
B13839	A228014005	1.0396
B13857	A228014001	1.0383
B13852	A228014017	1.0328
B13847	A228014015	1.0327
B13859	A228014020/02	1.0124
B13854	A228014010	1.0115
B13850	A228014016	0.967
B13849	A228014021	0.9299
B16584	A227037001	0.9199
B14591	A228015001	1.2666
B14593	A228015002	1.2543
B14592	A228015003	1.2377
B14648	A228015004	1.2269
B16579	A227038001	0.9106
B18306	A227039002	0.9137
B16563	A227039001	0.9597
B06241	A227040001	0.9064
B18738	A227040002	1.0086
B17366	A227041001	0.8822
B18276	A227042003	0.9277
B18539	A227042001/227042002	0.8877
B17389	A227043001	0.9084
B17769	A227044001	0.9828
B13781	A228016003	1.2959
B13780	A228016002/01	1.2548
B13782	A228016004	1.225
B13778	A228016002/02	1.1526
B13779	A228016001	1.0175
B14726	A227045001	0.9072
B14859	A227045002	0.9969
B17758	A227046001	0.9315
B06461	A227047001	0.9306
B13712	A228038003	1.399
B13709	A228038001	1.3859
B13710	A228038004	1.3057
B13711	A228038002	1.255
B13716	A228017003	1.4212
B13718	A228017004	1.4199
B13715	A228017005	1.4145
B13720	A228017010	1.2703
B13719	A228017007	1.2666
B13913	A228017009	1.2274
B13914	A228017001	1.177
B13713	A228017008	1.1156
B13717	A228017006	1.1148
B13714	A228017002	1.0263
B13835	A228018001	1.3961
B13837	A228018008	1.2518
B13833	A228018005	1.1233
B13836	A228018007	1.1169
B13831	A228018004	1.1009
B13834	A228018002	1.0316
B13838	A228018003	0.9547
B13832	A228018006	0.8891
B16573	A227048001	0.9145
B13921	A227049001	0.9053
B13920	A227049002	0.8798
B13861	A227049007	0.9328
B13922	A227049003	0.8707
B13862	A227049008	0.9279
B13864	A227049005	0.8544
B13863	A227049006	0.8265
B14975	A227049004	0.826
B15433	A227050001	0.9437
B13818	A228019002/02	1.2649
B13815	A228019003	1.1997
B13812	A228019001/01	1.188
B13813	A228019002/01	1.1878
B13814	A228019004/01/228019004/228019005	1.1868
B13819	A228019005/01	1.1621
B13817	A228019001/03	1.1235
B17378	A227051001	0.822
B13918	A228019001/04	0.9843
B13816	A228019001/02	0.9305
B18739	A227052001	1.1404
B06216	A227052002	0.9338
B17757	A227053001	0.9567
B12247	A097058005	1.4143
B12244	A097058018	1.3769
B12338	A097058010	1.2661
B12250	A097058019	1.2492
B12242	A097058009	1.2415
B12241	A097058015	1.2251
B12253	A097058003	1.2153
B12246	A097058014	1.2143
B12239	A097058007	1.1971
B12245	A097058013	1.185
B12249	A097058004	1.1764
B12251	A097058016	1.1656
B12248	A097058011	1.1546
B12256	A097058002	1.1213
B12252	A097058008	1.1164
B12254	A097058012	1.1106
B12255	A097058001	1.0887
B12240	A097058017	1.0861
B12243	A097058006	1.0537
B10160	A227054005	0.9639
B10528	A227054008/227054009	0.9353
B10171	A227054003	0.8946
B10161	A227054001/227054002	0.928
B10162	A227054007	0.8821
B10163	A227054004	0.8777
B10172	A227054006	0.8051
B15439	A227055001	0.9343
B15440	A227055002	0.8614
B16578	A227056001	0.8914
B06202	A227058002	1.1464
B06201	A227058003	1.1079
B06215	A227058005	1.0113
B07278	A227058004	0.9521
B06214	A227058001/01	0.9154
B07279	A227058001/02	0.9629
B15425	A227059001	0.9102
B15426	A227059003	0.9004
B15427	A227059002	0.9413
B15003	A227060001	1.052
B13928	A227060002	0.8949
B18275	A227061001	0.9067
B17387	A227062001	0.9295
B17765	A227063001	0.9771
B13732	A228020005	1.5904
B13731	A228020006	1.5554
B13730	A228020001	1.4293
B13729	A228020003	1.3643
B13733	A228020002	1.3161
B13734	A228020007	1.2902
B13735	A228020004	1.2469
B17755	A227064001	0.9443
B17386	A227064002	0.915
B17385	A227064003	0.9529
B16570	A227065001	0.9641
B16576	A227066001/227066003	0.9666
B18277	A227066002	0.9522
B13707	A228021004	1.7942
B13705	A228021002	1.658
B13708	A228021001	1.6562
B13706	A228021003	1.5954
B13807	A228022002	1.7531
B13804	A228022003	1.6788
B13803	A228022005	1.6197
B13806	A228022004	1.4917
B13805	A228022001	1.2682
B10215	A227067002/227067006/227067004	0.9462
B10213	A227067001/227067003/227067004	0.9176
B10214	A227067005	0.9392
B10198	A227067006/227067004/227067002	0.9681
B10197	A227067004	0.9795
B10157	A227089001	0.9745
B10154	A227089002	0.9732
B10155	A227089003	0.9165
B10156	A227089004	0.9501
B13722	A228023002	1.546
B13723	A228023001	1.2967
B13724	A228023004	1.2927
B13721	A228023003	1.2326
B17767	A227068001	0.9384
B16555	A227069001	0.8899
B16558	A227070001	0.8849
B14767	A228024003	1.3534
B14766	A228024002	1.2465
B14755	A228024001	1.2436
B14765	A228025001	1.4393
B14760	A228026003	1.5545
B14769	A228026001	1.5068
B14772	A228026002	1.5017
B16583	A227071001	0.925
B17392	A227071002	0.9229
B13826	A228027002	1.4897
B13827	A228027001	1.4305
B13823	A228027003	1.3863
B13824	A228027005/228027006	1.2802
B13825	A228027004	1.2382
B16561	A227072002	0.9499
B16562	A227072001	0.9149
B17388	A227073001	0.9791
B16577	A227074002	0.8923
B16581	A227074001	0.8678
B14768	A228028001	1.5905
B14771	A228028003	1.3945
B14756	A228028002	1.2912
B13808	A228029002	1.2159
B15989	A227075002	0.9356
B15986	A227075001	0.9288
B13810	A228029004	1.1649
B13811	A228029001	1.1344
B13809	A228029003	1.1153
B13693	A228030006	1.1925
B13689	A228030007	1.1904
B13694	A228030005	1.1858
B13912	A228030008	1.1843
B13691	A228030002	1.1758
B13695	A228030004	1.166
B13690	A228030003	1.1627
B13692	A228030001	1.131
B13688	A228030009	1.0216
B17377	A227076001	0.884
B17376	A227076002	0.872
B13772	A228031001/01	1.4058
B13770	A228031009	1.374
B13776	A228031001/02	1.2771
B13777	A228031003	1.1916
B13769	A228031004/228031005	1.1891
B13771	A228031006	1.1794
B13773	A228031002	1.1363
B13775	A228031008	1.0641
B13774	A228031007	0.992
B13964	A227077005	0.9393
B13929	A227077004	1.0629
B13930	A227077003	1.1824
B13931	A227077001	1.0247
B13932	A227077002	1.052
B14914	A227077006	1.0175
B16572	A227078001	0.9819
B10151	A227079005	0.9581
B10167	A227079002/227079006	0.9006
B10166	A227079001	0.8852
B10152	A227079004	0.9153
B10153	A227079003	0.9129
B14954	A097091002	1.1036
B12335	A097091001	0.9187
B12336	A097091004/01	0.9567
B14955	A097091003	0.9116
B06242	A227080002	0.9126
B06244	A227080004	0.9023
B06243	A227080001	0.8024
B07284	A227080003	0.905
B06240	A227081001	0.8976
B06238	A227081004	0.9245
B06239	A227081005	0.9048
B07166	A227081002/227081006	0.9184
B06217	A227081003	0.8774
B13822	A228032002	1.5026
B13821	A228032003	1.4389
B13820	A228032001	1.3001
B16582	A227082001	0.8845
B16569	A227083001	0.9679
B17347	A227083002	0.9551
B14770	A228033001	1.4324
B14761	A228033002	1.2919
B13755	A228034001	1.4352
B13756	A228034002/228034001	1.311
B13757	A228034003	1.2742
B13962	A227085004	0.9147
B13963	A227085002	0.8406
B18740	A227085001	0.9921
B18741	A227085003	0.8851
B14960	A227086003	1.4078
B13897	A227086004	1.1445
B13899	A227086002	0.9943
B13898	A227086005	0.9636
B13927	A227086001	0.9416
B17756	A227087001	0.9272
B17161	A227087002	0.9266
B13726	A228035001	1.2845
B13915	A228035005	1.2449
B13725	A228035003	1.1946
B13727	A228035002	1.1932
B13728	A228035004	1.1737
B13741	A228036001	1.3913
B13742	A228036004	1.382
B13740	A228036003	1.3045
B13739	A228036002	1.2949
B13737	A228036007	1.2909
B13738	A228036005	1.2802
B13736	A228036006	1.1824
B14758	A228037001	1.2327
B14757	A228037002	1.3847
B17348	A227088001	0.8451
B13867	A227090014	1.2353
B13880	A227090022	1.2326
B13876	A227090012	1.111
B13924	A227090001/227090036	1.0788
B13896	A227090019	1.0765
B13886	A227090037	0.9899
B13925	A227090023	0.9872
B13882	A227090030	0.9844
B13891	A227090021	0.9793
B15424	A227090015	0.9838
B13894	A227090034	0.9746
B13868	A227090024/227090025	0.9738
B13890	A227090038	0.9702
B13881	A227090028	0.9646
B13887	A227090016	0.9624
B13871	A227090002	0.9577
B13865	A227090011	0.9526
B13869	A227090007	0.95
B13872	A227090031	0.9497
B13888	A227090032	0.9494
B13877	A227090003	0.944
B13883	A227090017	0.9438
B13923	A227090027	0.896
B13879	A227090018	0.9427
B13866	A227090004	0.9397
B13885	A227090029	0.9387
B13874	A227090013	0.9379
B13870	A227090020	0.9357
B13875	A227090010	0.933
B13895	A227090006	0.9329
B13884	A227090008	0.932
B13926	A227090026	0.9308
B13892	A227090035	0.93
B13893	A227090033	0.9269
B13878	A227090005	0.9121
B13889	A227090039	0.9119
B13873	A227090009	0.8745
B16554	A227091001	0.931
B16585	A227092002	0.9046
B18300	A227092001	0.829
B18301	A227092003	0.822
B16720	A237001001	0.7624
B17033	A237002001	0.8388
B04761	A237004017	1.2221
B04778	A237004021	1.2209
B04773	A237004002	1.1815
B04764	A237004023	1.1178
B04777	A237004026	1.0272
B04766	A237004016	1.0261
B04771	A237004010	0.9314
B04784	A237004006	0.9281
B04785	A237004011	0.9277
B04765	A237004015	0.9193
B04763	A237004018	0.9113
B04779	A237004005	0.9102
B04762	A237004009	0.9063
B04788	A237004004	0.9028
B04774	A237004024	0.8994
B04782	A237004022	0.8989
B04776	A237004027	0.8984
B04833	A237004030	0.7509
B04787	A237004007	0.8898
B04775	A237004029	0.8889
B04786	A237004008	0.8883
B04780	A237004003	0.8854
B04769	A237004013	0.8817
B04783	A237004012	0.8806
B04770	A237004025	0.8782
B04781	A237004020	0.8755
B04768	A237004028	0.8739
B04789	A237004001	0.8469
B04767	A237004014	0.8427
B04772	A237004019	0.7554
B04798	A237003002	1.2935
B04796	A237003011	1.0275
B04795	A237003016	1.0261
B04793	A237003015	0.9339
B04801	A237003001	0.9333
B04792	A237003009	0.9319
B04808	A237003006/01	0.9208
B04790	A237003014	0.9189
B04802	A237003007	0.9172
B04797	A237003012	0.9121
B04794	A237003010	0.9093
B04807	A237003004	0.9022
B04834	A237003019	0.9549
B04791	A237003013	0.8946
B04799	A237003017	0.8863
B04805	A237003003	0.8812
B04804	A237003008	0.8802
B04806	A237003005	0.8793
B04800	A237003018	0.8748
B04803	A237003006/02	0.8447
B06319	A197008004	0.9233
B06325	A197008013	0.9226
B06322	A197008009	0.9223
B06317	A197008003	0.9196
B07201	A197008011	0.9039
B06316	A197008017	0.8997
B07205	A197008016	0.8987
B06335	A197008001	0.8225
B06334	A197008015	0.84
B07203	A197008008	0.8954
B06324	A197008014	0.8932
B06318	A197008006	0.8892
B07204	A197008012	0.8851
B06323	A197008010	0.8805
B06321	A197008005	0.8779
B06320	A197008007	0.8466
B07202	A197008002	0.844
B04752	A237005001	1.6332
B04831	A237005010	1.1204
B04751	A237005014	1.0596
B04760	A237005009	0.9352
B04753	A237005012	0.9308
B04759	A237005004	0.9295
B04754	A237005013	0.9226
B04756	A237005006	0.9076
B04830	A237005008	0.9067
B04749	A237005005	0.9064
B04757	A237005003	0.8998
B04750	A237005011	0.8995
B04758	A237005002	0.8838
B04755	A237005007	0.8824
B17034	A237006001	0.8326
B18100	A237006002	0.8489
B17355	A237006003	0.8116
B14902	A237007001	0.876
B14709	A237007002	0.8668
B15773	A237008001	0.8556
B17299	A237010001	0.8496
B15901	A237011001	0.8837
B12725	A237012001	0.9224
B12724	A237012002	0.8805
B12723	A237012003	0.8593
B14866	A237013001	0.9
B12729	A237013002	0.8746
B17042	A237009001	0.8215
B17313	A237014002	0.8934
B17298	A237014001	0.8389
B15900	A237015001	0.831
B15174	A237016001	0.8238
B15173	A237016002	0.8425
B15180	A237017001	0.8571
B15179	A237017002	0.8097
B15905	A237018001	0.907
B16071	A237019001	0.8548
B18577	A237020001	0.8198
B17356	A237020003	0.8284
B16740	A237020002	0.8483
B16636	A237021001	0.8416
B04832	A237022003/01	0.8224
B07351	A237022003/02	0.8736
B07350	A237022002	0.8325
B07349	A237022001	0.7557
B17251	A237023001	0.846
B17252	A237023002	0.8409
B17253	A237023003	0.8429
B14937	A237024004	0.9049
B12649	A237024006	0.9132
B12650	A237024002	0.8726
B14938	A237024005	0.8609
B12651	A237024003	0.8608
B12726	A237024001	0.8322
B11758	A237025002	0.9002
B11693	A237025003	0.8368
B11692	A237025001	0.8561
B17040	A237026001	0.8185
B17062	A237027001	0.845
B16078	A237028001	0.8985
B15772	A237028002	0.8533
B12648	A237029001	1.0598
B12722	A237029002	0.8105
B18177	A237030001	0.8529
B18178	A237030002	0.8484
B10806	A237031001	0.8764
B10834	A237031002	0.8493
B16023	A237032001	0.9051
B15172	A237033001	0.8869
B15902	A237034001	0.8786
B09582	A237035002	0.9128
B09559	A237035004/01	0.8949
B15170	A237035004/02/237035001/237035003	0.8099
B18175	A237036001	0.8219
B18101	A237037001	0.8235
B17035	A237038001	0.8346
B17314	A237039001	0.8612
B17068	A237040001	0.8976
B16641	A237041001	0.8296
B15904	A237042001	0.8481
B16104	A237043001	0.9455
B16079	A237044002	0.9098
B16024	A237044001	0.8697
B15185	A237045001	0.8493
B16637	A237046001	0.8049
B07600	A237047003	0.8329
B07601	A237047001/01/237047004	0.8325
B07602	A237047002/237074004	0.7329
B08586	A237047001/02	0.7771
B17078	A237048001	0.8736
B16075	A237049001	0.9197
B17058	A237050001	0.8573
B16643	A237051002	0.8311
B16644	A237051001	0.8198
B15694	A237052002	0.8327
B16642	A237052003	0.8193
B15695	A237052001	0.8181
B16077	A237053001	0.9251
B15177	A237055001	0.8184
B15178	A237055002	0.8112
B17064	A237056001	0.8294
B17301	A237057001	0.8904
B04809	A237058002	0.9324
B07238	A237058004	0.9451
B07239	A237058001	0.9176
B07237	A237058005	0.9193
B04835	A237058003	0.8485
B12728	A237059002	1.1646
B12727	A237059001	0.8863
B15171	A237060001	0.9346
B16724	A237061001	0.8358
B17039	A237062001	0.8308
B17031	A237063001	0.7612
B11717	A237064001	0.8731
B11716	A237064004	0.8406
B10804	A237064002	0.8564
B10805	A237064003	0.8253
B07267	A237065002	0.9246
B04748	A237065001	0.8947
B07268	A237065005	0.8959
B07269	A237065004	0.8975
B04828	A237065003	0.8543
B04827	A237065006	0.8718
B16070	A237066002	0.8522
B17065	A237066001	0.8625
B16072	A237067001	0.8382
B04669	A237068002	0.9082
B04668	A237068007	0.8996
B04670	A237068005/237068009	0.8985
B07306	A237068003	0.8985
B04671	A237068004	0.8968
B04667	A237068001	0.8952
B04672	A237068006	0.895
B04722	A237068009	0.8864
B04673	A237068008	0.8896
B10794	A237069006	1.4935
B10792	A237069004	1.1589
B11729	A237069001	0.9548
B10803	A237069007	0.8968
B10802	A237069003	0.9053
B11723	A237069005	0.9505
B10793	A237069002	0.9019
B16076	A237070001	0.8947
B15696	A237071001	0.8604
B17063	A237071002	0.8179
B15903	A237072001	0.8839
B16721	A237073001	0.878
B16537	A237074001	0.8497
B17315	A237054001	0.8927
B10567	A237075012	1.0526
B09564	A237075010	0.9204
B09561	A237075004	0.9062
B09562	A237075005	0.9053
B09563	A237075003	0.8944
B09584	A237075001	0.8785
B09583	A237075002/237075009	0.8484
B09560	A237075006	0.8894
B10599	A237075007	0.8888
B09565	A237075008	0.87
B09566	A237075011	0.8511
B17358	A237076002	0.8199
B17357	A237076001	0.8061
B04666	A237077007	0.905
B18578	A237077010/02	0.8358
B04721	A237077010/01	0.8009
B04719	A237077004	0.8252
B04720	A237077003	0.7973
B04665	A237077008	0.8953
B04660	A237077009	0.8895
B04662	A237077006	0.8881
B04663	A237077001	0.8766
B04661	A237077005	0.859
B04664	A237077002	0.8433
B17032	A237078001	0.8311
B04734	A237106002	1.2997
B04730	A237106005	1.2982
B04742	A237106004	1.2974
B04728	A237106013	1.2213
B04744	A237106001	1.1901
B04729	A237106006	1.1875
B04735	A237106009	1.1285
B04740	A237106021	1.1224
B04726	A237106019	1.0647
B04727	A237106003	1.0316
B04746	A237106020	1.0293
B04743	A237106008	1.0272
B04745	A237106017	0.9412
B04736	A237106022	0.9365
B04731	A237106012	0.933
B04739	A237106015	0.9268
B04733	A237106007	0.9249
B04747	A237106016	0.9237
B04737	A237106010	0.9214
B04725	A237106018	0.9146
B04741	A237106023	0.9095
B04738	A237106011	0.9085
B04732	A237106014	0.8991
B04655	A237079032	1.4097
B04632	A237079033	1.37
B04630	A237079021	1.0301
B04658	A237079014	0.9409
B04631	A237079010	0.9347
B04635	A237079027	0.93
B04654	A237079037	0.9236
B07345	A237079018/01	0.9211
B04639	A237079009	0.92
B04642	A237079015	0.9195
B04648	A237079013	0.9111
B04649	A237079006	0.9105
B04634	A237079012	0.9084
B07344	A237079008/02	0.9077
B04646	A237079001	0.907
B04644	A237079036	0.9051
B04650	A237079016	0.9044
B04715	A237079025	0.8428
B04716	A237079030/01	0.8794
B04717	A237079008/01/237079005	0.9084
B04640	A237079022	0.8958
B04638	A237079007	0.8949
B04641	A237079004	0.8916
B04656	A237079034	0.8903
B04659	A237079002	0.8899
