OBJECT_ID	SA2022	Factor
B13029	A037143006/02	0.8241
B13030	A037143001	0.806
B13031	A037143002	0.8353
B13001	A037143006/01	0.8821
B13002	A037143003	0.8759
B13000	A037143005	0.8698
B12998	A037143008	0.8692
B17780	A037144001	0.8829
B15272	A037145002	0.7841
B15270	A037145001	0.8024
B15271	A037145003	0.8157
B17936	A037146001	0.8574
B07921	A037147003	0.8465
B07920	A037147001	0.7888
B07919	A037147004	0.7977
B08606	A037147002	0.7867
B18080	A037148001	0.8309
B15257	A037149001	0.7932
B15259	A037149003	0.7732
B15258	A037149002	0.7762
B12995	A037150003	0.8364
B12994	A037150004	0.8167
B13022	A037150002	0.808
B12993	A037150005	0.8053
B13023	A037150001	0.8451
B17426	A037152001	0.873
B07918	A037153001	0.8026
B07917	A037153003	0.8108
B07829	A037153002	0.8875
B17548	A047001003	0.8335
B16199	A047001001	0.8294
B17550	A047001002	0.8221
B16306	A047002003/047002004	0.9202
B17462	A047002001/047002006	0.866
B16307	A047002002	0.8415
B17635	A047002005	0.915
B17629	A047003001	0.8336
B17461	A047004002/047004006	0.8585
B16299	A047004003	0.8665
B16297	A047004005	0.8595
B16298	A047004004	0.8473
B17500	A047005001	0.8299
B17740	A047006001	0.7851
B16351	A047006002	0.7492
B07952	A047007003	0.788
B07978	A047007001	0.8201
B07976	A047007004	0.7814
B07977	A047007002	0.7959
B17568	A047008001	0.8892
B08610	A047009001/02	0.8689
B07930	A047009002	0.8599
B07929	A047009001/01	0.8637
B17754	A047010001	0.8191
B17159	A047010002	0.7503
B16337	A047011004	0.7949
B16336	A047011001	0.8281
B18096	A047011002	0.8128
B16335	A047011003	0.8119
B15289	A047012001	0.8272
B15288	A047012002	0.8183
B16257	A047013001	0.8054
B17433	A047014001	0.8281
B16279	A047015002	0.8044
B16278	A047015001	0.7939
B05586	A047016063	1.2582
B05518	A047016035	1.057
B05536	A047016034	1.0535
B05568	A047016025	1.0398
B05569	A047016022	1.0319
B05566	A047016021	1.0216
B05565	A047016026	1.0167
B05533	A047016066	1.0028
B05548	A047016057	1.0025
B05544	A047016055	0.9974
B05563	A047016007	0.9932
B05551	A047016023	0.9931
B05587	A047016041	0.9887
B05590	A047016040	0.9855
B05588	A047016046	0.9795
B05522	A047016051	0.979
B05537	A047016027	0.9705
B05555	A047016019	0.9679
B05520	A047016056	0.9654
B05519	A047016005	0.9607
B05589	A047016018	0.959
B05546	A047016062	0.9586
B05561	A047016024	0.9525
B05910	A047016050	0.8054
B05550	A047016017	0.9487
B05562	A047016058	0.9482
B05549	A047016020	0.945
B05591	A047016042	0.9435
B05559	A047016033	0.9425
B05527	A047016012	0.9374
B05543	A047016047	0.9307
B05557	A047016006	0.9245
B05523	A047016032	0.9114
B05524	A047016043	0.9092
B05530	A047016053	0.9082
B05545	A047016028	0.9078
B05542	A047016010	0.9074
B05554	A047016015	0.9067
B05516	A047016031/02	0.8923
B05517	A047016061	0.891
B05540	A047016048	0.8875
B18868	A047016014	0.8841
B05558	A047016060	0.8802
B05521	A047016013/01	0.8621
B05528	A047016002	0.8618
B05529	A047016044	0.8614
B05547	A047016065	0.8598
B05878	A047016031/01	0.8497
B05877	A047016029/047016030	0.8491
B05539	A047016004	0.8535
B05560	A047016008	0.8403
B05553	A047016001	0.8386
B05556	A047016016	0.8364
B05541	A047016054	0.8347
B05594	A047016037/02	0.8336
B05535	A047016003	0.8334
B05532	A047016011	0.833
B05526	A047016039	0.8314
B05552	A047016038	0.8288
B05564	A047016049	0.7977
B05534	A047016009	0.7934
B05909	A047016064	0.6768
B05538	A047016052	0.7665
B05592	A047016059	0.766
B05531	A047016037/01	0.7321
B05567	A047016036	0.7273
B05525	A047016045	0.6958
B05593	A047016013/02	0.5599
B18097	A047017003	0.8433
B16261	A047017001	0.8516
B16262	A047017002	0.8335
B06718	A048001001	0.9613
B06526	A048001002	0.9391
B06508	A048001003	0.9362
B06528	A048001004	0.9264
B05644	A048002004	0.9306
B05643	A048002007	0.9256
B05645	A048002002	0.9002
B05640	A048002005	0.8845
B05642	A048002003	0.8596
B05641	A048002001	0.83
B05646	A048002006	0.7555
B05142	A048003005	0.9897
B05141	A048003004/01	0.9553
B05144	A048003003	0.9367
B05145	A048003001	0.8901
B05143	A048003006	0.8879
B05140	A048003002	0.8621
B05146	A048003004/02	0.6931
B18551	A047018002	0.8971
B15329	A047018003	0.826
B15330	A047018001	0.7852
B16449	A047019001	0.8451
B16448	A047019003	0.8103
B16447	A047019002	0.8236
B17774	A047020001	0.8361
B17631	A047021002	0.8466
B16302	A047021001	0.8452
B16324	A047022001	0.8061
B17534	A047022002	0.7565
B16326	A047022003	0.8026
B13205	A047023007	0.8083
B13207	A047023003	0.7949
B13204	A047023005	0.867
B13208	A047023006	0.8538
B13291	A047023001	0.8088
B13206	A047023008	0.7545
B13209	A047023004	0.7774
B13290	A047023002	0.7841
B13329	A047024005/02	0.8589
B13242	A047024006	0.8688
B13243	A047024005/01	0.9165
B13325	A047024003	0.8672
B13326	A047024004/047024007	0.876
B13328	A047024001	0.8382
B13327	A047024002	0.8577
B17555	A047025001	0.755
B16035	A047026001	0.7858
B13240	A047027004/01	0.7974
B13241	A047027004/02	0.7524
B13323	A047027002	0.8179
B13324	A047027001	0.8095
B13321	A047027005	0.7925
B13322	A047027003	0.7347
B05443	A047235003	1.0538
B05447	A047235001	1.039
B05442	A047235004	1.0383
B05448	A047235002	1.0154
B05444	A047235025	0.9911
B05445	A047235023	0.982
B05585	A047235022/047027005	0.9603
B05446	A047235014	0.946
B05449	A047235017/01	0.9132
B05441	A047235024/02	0.8598
B18835	A047235017/03	0.8056
B05450	A047235024/01	0.8048
B18836	A047235017/02	0.7641
B18834	A047235017/04	0.6648
B05742	A047028001	0.7933
B05805	A047028006	0.755
B05806	A047028005	0.7497
B05741	A047028004	0.7321
B05740	A047028002	0.7094
B05739	A047028003	0.7077
B17688	A047029001	0.8447
B13239	A047030004	0.8197
B13319	A047030001	0.8112
B13318	A047030003	0.8114
B14852	A047030002	0.7683
B16283	A047031001	0.8812
B16202	A047031002	0.8132
B13104	A047032002	0.7566
B13103	A047032003	0.7489
B13039	A047032004	0.7103
B13040	A047032001	0.6812
B13158	A047033010	1.1843
B13159	A047033015	1.0607
B13153	A047033005	1.0605
B13162	A047033014	0.9159
B13161	A047033006	0.903
B13155	A047033012	0.9029
B13154	A047033017	0.9025
B13152	A047033007	0.8972
B13270	A047033001	0.7987
B13269	A047033002	0.7898
B13271	A047033004/047033011	0.818
B13160	A047033016	0.8902
B13163	A047033009	0.8823
B13157	A047033013	0.8762
B13272	A047033003	0.8592
B13156	A047033008	0.8427
B13335	A047034001	0.9088
B13459	A047034002	0.8146
B13460	A047034003	0.8425
B10956	A047035003	0.8299
B10957	A047035001	0.7332
B10958	A047035002	0.7161
B15320	A047036001	0.8058
B17535	A047037003	0.8078
B16430	A047037004	0.8029
B16393	A047037001	0.7826
B16394	A047037002	0.7856
B14995	A047038002	0.8901
B14735	A047038003	0.8048
B14745	A047038001	0.8277
B05067	A048004003	1.2941
B05066	A048004002	1.1531
B05065	A048004001	0.9944
B05506	A048005003	1.0864
B05504	A048005004	1.0767
B05505	A048005002	1.0722
B05503	A048005001	1.0431
B17157	A047039001	0.8335
B13193	A047325006	0.9333
B13190	A047325010	0.9257
B13194	A047325001	0.9215
B13191	A047325005	0.9122
B13192	A047325004	0.912
B13198	A047325008	0.9103
B13197	A047325003/047033006	0.9091
B13189	A047325009	0.9073
B13196	A047325002	0.9029
B13195	A047325007	0.8999
B13164	A047040001	0.8321
B13273	A047040002/047040003	0.8524
B13100	A047042001	1.2149
B13136	A047042009	1.0256
B13097	A047042007/047042005	0.9649
B13132	A047042014	0.9618
B13099	A047042013/047042004	0.9609
B13096	A047042012	0.9603
B14878	A047042006	0.952
B13135	A047042010	0.9486
B13102	A047042003	0.9386
B18871	A047042008	0.9349
B13133	A047042011	0.844
B13101	A047042002	0.9288
B13134	A047042015	0.9263
B13098	A047042016	0.9208
B17643	A047043002	0.8881
B17808	A047043001	0.8689
B17805	A047044001	0.8638
B16276	A047045001	0.798
B17641	A047046002	0.8647
B17642	A047046001	0.8888
B14996	A047048003	0.8227
B14723	A047048002	0.8916
B17726	A047047001	0.8545
B14738	A047048001	0.8613
B15297	A047049001	0.8346
B16288	A047050002/047050003/047050004	0.8638
B16289	A047050001	0.8795
B17735	A047051001	0.8038
B05362	A047052001/047052002/047016014	1.0022
B05457	A048006001/02	1.0281
B05456	A048006001/01	0.8797
B05455	A048006006	1.0086
B05458	A048006004	0.8791
B05451	A048006003	0.9847
B05452	A048006002	0.9413
B05453	A048006007	0.8425
B05454	A048006005	0.852
B05056	A048007006	1.3487
B05064	A048007002	1.1757
B05061	A048007007	1.0561
B05059	A048007009	0.9897
B05063	A048007003	0.846
B05062	A048007008	0.9396
B05060	A048007005	0.9539
B05058	A048007004	0.9787
B05057	A048007001	0.8343
B05676	A048008009	1.2088
B05672	A048008010	1.1651
B05677	A048008011	1.1305
B05667	A048008012	1.0319
B05671	A048008015	0.8838
B05669	A048008001	0.8886
B05678	A048008002	0.9316
B05674	A048008013	0.9367
B05666	A048008004	0.7631
B05679	A048008008	0.7647
B05665	A048008014	0.9515
B05675	A048008016	0.8946
B05673	A048008007	0.885
B05668	A048008003	0.8427
B05664	A048008005	0.8671
B05670	A048008006	0.9158
B18877	A048010001	0.9279
B05229	A048010005	0.9587
B05228	A048010006	0.9489
B05231	A048010002	0.9407
B05230	A048010003	0.9292
B05227	A048010004	0.929
B05342	A048009001	0.9904
B05350	A048009006	0.9508
B18876	A048009007	0.8522
B05341	A048009005	0.8396
B05340	A048009004	0.9753
B05349	A048009011	0.825
B05347	A048009002	0.8484
B05344	A048009003	0.9808
B05346	A048009012	0.8488
B05343	A048009008	0.8196
B05345	A048009009	0.943
B05348	A048009010	0.824
B16429	A047053002	0.809
B17682	A047053001	0.7954
B16426	A047053003	0.7713
B05653	A048011004	1.4117
B05655	A048011002	1.2958
B05652	A048011001	1.0842
B05654	A048011003	1.0519
B05039	A048012005	1.6679
B05043	A048012006	1.5935
B05034	A048012001	1.2021
B05036	A048012004	1.0047
B05044	A048012003	0.9584
B05042	A048012007	0.9398
B05038	A048012010	0.9332
B05035	A048012002	0.8986
B05040	A048012011	0.8966
B05041	A048012009	0.8721
B05037	A048012008	0.765
B05236	A047054010	1.1413
B05240	A047054017	0.8856
B05233	A047054007	0.8796
B05232	A047054021	0.8706
B05242	A047054019	0.868
B18089	A047054001	0.8258
B05239	A047054011	0.8392
B18872	A047054003/01	0.8427
B05241	A047054013	0.8356
B05238	A047054008	0.8398
B16395	A047054015/02	0.7536
B05237	A047054012	0.8054
B15680	A047054003/02	0.7896
B05245	A047054009	0.8344
B05244	A047054014	0.8327
B05575	A047054020	0.7712
B05574	A047054015/01	0.8131
B05235	A047054006	0.8516
B05577	A047054005	0.845
B05246	A047054002	0.8373
B05234	A047054018	0.8198
B05576	A047054016/02	0.7911
B05243	A047054004	0.7894
B05247	A047054016/01	0.6779
B14888	A047055003/047055004	0.8598
B14887	A047055002	0.8639
B13320	A047055001	0.817
B16193	A047056002	0.8006
B17434	A047056001	0.7818
B09714	A047057004/047057004	0.9005
B09713	A047057001/047057003	0.8926
B09712	A047057002	0.8177
B16282	A047058002	0.7893
B17675	A047058001	0.7708
B05656	A048013003	0.9464
B05660	A048013004	0.9333
B05659	A048013001	0.9269
B05658	A048013002	0.8787
B05657	A048013005	0.8268
B17547	A047059001/047059002/047059003	0.8345
B17549	A047059004	0.8233
B13337	A047060010	1.1293
B13336	A047060005	1.0172
B13340	A047060009	0.8949
B13338	A047060007	0.9102
B13339	A047060008	0.8882
B13461	A047060003/01	0.8284
B15334	A047060001	0.8092
B13463	A047060003/02/047060002/047060006	0.7888
B13462	A047060004	0.7816
B17632	A047061001	0.885
B17671	A047062001	0.8055
B17488	A047062002	0.8379
B16397	A047063001	0.8054
B16398	A047063002	0.7921
B05891	A047064002	1.1549
B05846	A047064019	1.0376
B05708	A047064012	1.0318
B05705	A047064007	0.9934
B05893	A047064020	0.9795
B05711	A047064015	0.9465
B05892	A047064011	0.9455
B05712	A047064017	0.9387
B05837	A047064024	0.9397
B05703	A047064008/047064001	0.9318
B05706	A047064010	0.929
B05840	A047064004	0.929
B05838	A047064013	0.9108
B05841	A047064021	0.9093
B05839	A047064003	0.909
B05845	A047064023	0.9077
B05707	A047064018	0.8901
B05842	A047064025	0.8913
B18804	A047064014/047064016/03	0.8861
B05713	A047064005	0.8789
B05710	A047064006	0.8569
B05836	A047064022	0.8554
B05709	A047064009	0.8508
B05843	A047064027	0.8314
B05844	A047064026	0.7996
B18805	A047064014/047064016/02	0.7556
B05704	A047064014/047064016/01	0.6842
B17528	A047065001	0.8612
B17527	A047065002	0.8692
B17731	A047066001	0.803
B16356	A047067002	0.7993
B17677	A047067001	0.7947
B16252	A047068001	0.8639
B17613	A047068002	0.8274
B16286	A047068003	0.8545
B17539	A047069001	0.8437
B17537	A047070001	0.8523
B07938	A047071005	1.0582
B11072	A047072026	0.8489
B11076	A047072014	0.8488
B07937	A047071003	0.8483
B11114	A047072029	0.8425
B07939	A047071004/01	0.8337
B11056	A047072035	0.832
B11737	A047072008/03	0.8106
B11736	A047072008/02	0.6826
B11083	A047072008/01	0.7041
B11082	A047072034	0.8307
B11087	A047072040	0.8282
B11057	A047072036	0.8284
B11066	A047072037	0.8276
B11073	A047072031	0.8249
B11055	A047072033	0.8243
B11054	A047072017	0.8234
B11113	A047072002	0.8381
B07947	A047071001	0.8108
B11079	A047072005	0.8213
B11088	A047072041/047072042	0.8067
B11058	A047072032	0.8201
B18573	A047071007	0.8302
B11061	A047072030	0.8191
B11084	A047072023	0.8172
B11086	A047072038	0.7947
B11085	A047072016	0.8143
B11069	A047072024	0.8131
B11064	A047072021	0.8128
B11059	A047072004	0.8106
B11080	A047072022	0.8096
B11071	A047072013	0.8096
B11111	A047072003	0.766
B11115	A047072001	0.7549
B11081	A047072025	0.7852
B11074	A047072027	0.7851
B11075	A047072015	0.7847
B11070	A047072007	0.7844
B11065	A047072018	0.7843
B11067	A047072010	0.7842
B11060	A047072028	0.7835
B11112	A047072039	0.7494
B11063	A047072020	0.7811
B11062	A047072019	0.7708
B11738	A047072006	0.7697
B11077	A047072012	0.7561
B11078	A047072011	0.7533
B11068	A047072009	0.7309
B07935	A047071004/02	0.73
B07948	A047071006	0.6793
B07936	A047071002	0.7285
B05337	A047132037	1.0406
B05279	A047132077	0.9774
B05314	A047132025	0.9755
B05331	A047132022	0.9747
B05330	A047132024	0.9666
B05288	A047132032	0.9649
B05315	A047132005	0.9621
B05321	A047132036	0.9621
B05312	A047132038	0.9601
B05303	A047132020	0.9524
B05329	A047132003	0.9462
B05320	A047132002	0.946
B05309	A047132041	0.9456
B05272	A047132072	0.9449
B05265	A047132006	0.943
B05290	A047132026	0.9425
B05286	A047132034	0.9396
B05338	A047132033/01	0.9364
B05583	A047132010	0.9329
B05319	A047132027	0.9298
B05283	A047132083	0.9276
B07329	A047132018/02	0.9265
B05318	A047132028	0.9251
B05328	A047132014	0.9237
B05339	A047132018/01	0.923
B05267	A047132074	0.9226
B05307	A047132044	0.9217
B05273	A047132046	0.9207
B05311	A047132004	0.9205
B05324	A047132049	0.9038
B07330	A047132018/03	0.9023
B05313	A047132021	0.9014
B05270	A047132084	0.8999
B05300	A047132001	0.885
B05263	A047132047	0.8849
B05266	A047132079	0.882
B05310	A047132042	0.8815
B05271	A047132069	0.8803
B05317	A047132035	0.88
B05275	A047132071	0.8792
B05302	A047132060	0.8786
B05306	A047132058	0.8771
B05333	A047132052	0.8763
B05285	A047132029	0.876
B05582	A047132053	0.875
B05261	A047132019	0.8743
B05287	A047132031	0.8743
B05268	A047132055	0.8619
B05332	A047132082	0.8616
B05316	A047132030	0.8612
B05276	A047132070	0.861
B05295	A047132078	0.8608
B05274	A047132048	0.8583
B05277	A047132066	0.854
B05284	A047132043	0.8538
B05325	A047132009	0.8536
B05580	A047132045	0.8525
B05296	A047132067	0.8521
B05294	A047132076	0.8505
B05322	A047132040	0.8491
B05291	A047132023	0.8488
B05289	A047132081	0.8359
B05305	A047132056	0.8354
B05299	A047132012	0.8325
B05293	A047132017	0.8318
B05264	A047132015	0.8317
B05323	A047132080	0.8298
B05304	A047132062	0.8297
B05281	A047132059	0.8294
B05327	A047132013	0.8272
B05280	A047132057	0.8271
B05326	A047132016	0.8255
B05262	A047132050	0.799
B05301	A047132039	0.7976
B05282	A047132011	0.7954
B05269	A047132054	0.7941
B05297	A047132008	0.7931
B05278	A047132068	0.7616
B05292	A047132075	0.761
B05298	A047132073	0.7597
B05335	A047132063	0.7595
B05581	A047132051	0.7514
B05336	A047132061	0.7269
B05334	A047132064	0.7243
B05308	A047132065	0.7239
B17524	A047073001	0.8678
B16330	A047073002	0.8793
B17733	A047074001	0.8422
B17732	A047074002	0.8364
B11025	A047075002	0.825
B11012	A047075004	0.8031
B11027	A047075001	0.7911
B11026	A047075003	0.7554
B05260	A047076006	0.9458
B05259	A047076005	0.9202
B05578	A047076004	0.7711
B16423	A047076002	0.771
B16424	A047076001	0.7671
B05579	A047076003	0.7092
B05770	A047077007	0.8721
B05771	A047077008	0.8528
B05786	A047077017/02	0.8422
B05772	A047077017/01	0.8259
B05768	A047077006	0.8426
B05769	A047077001/01	0.9721
B05783	A047077023	0.8394
B05781	A047077019	0.8355
B05819	A047077005	0.8124
B05822	A047077003	0.8108
B05780	A047077020	0.8303
B05782	A047077022	0.8288
B05823	A047077011	0.799
B05773	A047077021	0.8271
B05821	A047077004	0.7708
B05779	A047077009	0.8069
B05766	A047077001/02	0.8924
B05778	A047077014	0.7807
B05785	A047077010	0.7788
B05820	A047077002	0.7288
B05774	A047077015	0.7763
B05824	A047077013	0.7246
B05775	A047077024	0.7658
B05784	A047077018	0.7657
B05767	A047077012	0.8403
B05777	A047077016	0.7402
B05776	A047077001/03	0.6946
B17552	A047078001	0.7857
B15304	A047079002	0.8154
B15303	A047079001/047079003	0.824
B17766	A047080001	0.8529
B18546	A047081002	0.892
B17542	A047081001	0.798
B10944	A047082004/047082005	0.8483
B10966	A047082006	0.8142
B10967	A047082001	0.8517
B10965	A047082002/047082003	0.8354
B16315	A047083001/047083002	0.8656
B18534	A047083003	0.8254
B16314	A047083004/047083005	0.8294
B18584	A047084001	0.8763
B11754	A047084002	0.8246
B11047	A047084004	0.7986
B11048	A047084003	0.7452
B11755	A047085002	0.8201
B11028	A047085001	0.7968
B11756	A047086004	0.8736
B11020	A047086002	0.7948
B11019	A047086003	0.8122
B11021	A047086001	0.7543
B16197	A047088002	0.837
B16195	A047088001	0.7917
B11045	A047087001	0.8966
B11018	A047087002	1.0702
B11046	A047087004	0.8596
B11044	A047087003	0.8711
B16340	A047089001	0.8261
B05363	A048014004	0.9338
B05365	A048014001/048014002	0.8722
B05364	A048014003	0.8388
B05619	A048015002	1.0533
B05620	A048015009/01	1.0374
B05625	A048015004	1.0143
B05624	A048015001	0.9458
B05618	A048015009/02	0.9443
B05621	A048015005	0.939
B05623	A048015007	0.9317
B05626	A048015003	0.8253
B05617	A048015008	0.805
B05622	A048015006	0.7808
B05155	A048016004	1.4966
B05154	A048016001	1.4484
B05157	A048016002	1.4419
B05159	A048016006	1.4031
B05156	A048016003	1.1042
B05158	A048016005	1.0443
B11016	A047091004	0.8259
B11017	A047091003	0.8923
B11043	A047091002	0.8582
B11042	A047091001	0.819
B05663	A048017002	0.929
B05662	A048017003	0.7962
B05661	A048017001	0.7733
B05032	A048018004	0.9472
B05033	A048018002	0.9352
B05028	A048018005	0.845
B05030	A048018003	0.8377
B05029	A048018006	0.8182
B05031	A048018001	0.8172
B17729	A047092001	0.8406
B17540	A047093001	0.8241
B17630	A047094001	0.8771
B16300	A047094002	0.8413
B11035	A047095001	0.8001
B11037	A047095004	0.8108
B11034	A047095002	0.8281
B11036	A047095005	0.7814
B11033	A047095007/047095008	0.781
B11014	A047095006	0.8613
B11015	A047095003	0.7582
B10939	A047096013	1.0948
B10927	A047096016	0.9665
B10938	A047096011	0.894
B10941	A047096008	0.892
B10925	A047096019	0.8799
B10932	A047096017	0.8781
B10931	A047096007	0.877
B10934	A047096010	0.8724
B10926	A047096018	0.8675
B10930	A047096001	0.8589
B10959	A047096003	0.8553
B10960	A047096012	0.855
B10935	A047096015	0.8548
B10937	A047096006	0.8487
B10933	A047096002	0.8481
B10940	A047096009	0.8199
B10929	A047096014	0.8024
B10936	A047096005	0.8014
B10928	A047096004	0.7631
B11772	A047097003	0.8629
B11691	A047097004	0.8356
B11690	A047097001	0.8348
B11696	A047097002	0.8546
B16438	A047098002	0.9127
B17803	A047098001	0.8984
B17802	A047099001	0.9268
B15296	A047100001	0.8078
B16384	A047101002	0.8075
B16385	A047101001	0.7908
B18057	A047102001	0.732
B15310	A047103001	0.869
B15308	A047103002/047103005	0.8271
B15309	A047103004	0.8345
B15311	A047103003	0.8044
B17525	A047104001	0.8795
B16332	A047104002	0.8579
B13086	A047105006	0.9172
B13090	A047105007	0.8905
B13093	A047105014	0.8612
B13129	A047105009	0.8148
B15006	A047105015	0.8387
B13088	A047105005	0.8708
B13087	A047105013	0.8495
B13089	A047105012	0.8477
B13094	A047105011	0.8451
B13130	A047105004	0.8
B13092	A047105008	0.8645
B13095	A047105002	0.8642
B13131	A047105001/047105003	0.7711
B13091	A047105010	0.7961
B10912	A047106027	1.1689
B10916	A047106007	0.9737
B10903	A047106028/01	0.9132
B10905	A047106006/01	0.9047
B10911	A047106008	0.9005
B10910	A047106010	0.8911
B10920	A047106028/02/047106004	0.8871
B10917	A047106005	0.8826
B10922	A047106006/02	0.8799
B10953	A047106013	0.7938
B10954	A047106001	0.815
B10951	A047106025	0.7858
B10955	A047106002	0.7348
B10952	A047106014	0.7943
B10907	A047106023	0.8775
B10918	A047106026/047106029	0.8697
B10921	A047106015	0.8679
B10924	A047106022	0.8667
B10902	A047106012	0.8649
